INSERT INTO LGINVOICE VALUES (960, '30-APR-11', 458, 29.18, 83792);
INSERT INTO LGINVOICE VALUES (1911, '07-AUG-11', 415, 329.64, 83734);
INSERT INTO LGINVOICE VALUES (1912, '07-AUG-11', 828, 137.96, 83792);
INSERT INTO LGINVOICE VALUES (1914, '08-AUG-11', 832, 275.28, 84191);
INSERT INTO LGINVOICE VALUES (1915, '08-AUG-11', 150, 75.95, 83820);
INSERT INTO LGINVOICE VALUES (1918, '08-AUG-11', 176, 227.06, 83734);
INSERT INTO LGINVOICE VALUES (1920, '08-AUG-11', 527, 96.33, 83621);
INSERT INTO LGINVOICE VALUES (1921, '08-AUG-11', 310, 310.27, 83509);
INSERT INTO LGINVOICE VALUES (1923, '08-AUG-11', 833, 110.91, 83850);
INSERT INTO LGINVOICE VALUES (1924, '08-AUG-11', 399, 239.66, 83734);
INSERT INTO LGINVOICE VALUES (1927, '09-AUG-11', 834, 31.18, 83906);
INSERT INTO LGINVOICE VALUES (1928, '09-AUG-11', 478, 380.26, 83820);
INSERT INTO LGINVOICE VALUES (1930, '09-AUG-11', 447, 85.74, 84276);
INSERT INTO LGINVOICE VALUES (1931, '09-AUG-11', 546, 74.95, 84219);
INSERT INTO LGINVOICE VALUES (1933, '09-AUG-11', 510, 106.94, 83878);
INSERT INTO LGINVOICE VALUES (1936, '10-AUG-11', 405, 330.63, 84276);
INSERT INTO LGINVOICE VALUES (1937, '10-AUG-11', 835, 474.97, 83509);
INSERT INTO LGINVOICE VALUES (1939, '10-AUG-11', 720, 77.76, 84364);
INSERT INTO LGINVOICE VALUES (1940, '10-AUG-11', 172, 38.97, 84392);
INSERT INTO LGINVOICE VALUES (1941, '10-AUG-11', 837, 19.95, 84021);
INSERT INTO LGINVOICE VALUES (1944, '11-AUG-11', 639, 199.92, 84078);
INSERT INTO LGINVOICE VALUES (1946, '11-AUG-11', 839, 62.04, 83936);
INSERT INTO LGINVOICE VALUES (1947, '11-AUG-11', 210, 34.58, 84248);
INSERT INTO LGINVOICE VALUES (1949, '11-AUG-11', 216, 199.46, 83906);
INSERT INTO LGINVOICE VALUES (1950, '11-AUG-11', 410, 274.4, 83537);
INSERT INTO LGINVOICE VALUES (1953, '12-AUG-11', 343, 596.08, 84049);
INSERT INTO LGINVOICE VALUES (1955, '12-AUG-11', 711, 144.9, 84334);
INSERT INTO LGINVOICE VALUES (1956, '12-AUG-11', 825, 139.19, 83509);
INSERT INTO LGINVOICE VALUES (1958, '12-AUG-11', 843, 112.96, 84078);
INSERT INTO LGINVOICE VALUES (1959, '12-AUG-11', 844, 521.4, 83792);
INSERT INTO LGINVOICE VALUES (1962, '13-AUG-11', 845, 17.98, 83850);
INSERT INTO LGINVOICE VALUES (1964, '13-AUG-11', 148, 43.96, 84021);
INSERT INTO LGINVOICE VALUES (1965, '13-AUG-11', 846, 70.77, 83621);
INSERT INTO LGINVOICE VALUES (1966, '13-AUG-11', 847, 113.22, 84219);
INSERT INTO LGINVOICE VALUES (1968, '13-AUG-11', 529, 18.36, 84021);
INSERT INTO LGINVOICE VALUES (1971, '14-AUG-11', 849, 404.04, 84420);
INSERT INTO LGINVOICE VALUES (1972, '14-AUG-11', 391, 209.45, 83649);
INSERT INTO LGINVOICE VALUES (1974, '14-AUG-11', 622, 139.68, 83993);
INSERT INTO LGINVOICE VALUES (2056, '23-AUG-11', 886, 120.12, 83621);
INSERT INTO LGINVOICE VALUES (2057, '23-AUG-11', 348, 419.81, 83820);
INSERT INTO LGINVOICE VALUES (2058, '23-AUG-11', 411, 237.5, 83964);
INSERT INTO LGINVOICE VALUES (2059, '23-AUG-11', 692, 255.71, 84191);
INSERT INTO LGINVOICE VALUES (2060, '23-AUG-11', 887, 98.02, 84191);
INSERT INTO LGINVOICE VALUES (2062, '23-AUG-11', 98, 467.81, 84078);
INSERT INTO LGINVOICE VALUES (2063, '24-AUG-11', 890, 116.53, 83621);
INSERT INTO LGINVOICE VALUES (2064, '24-AUG-11', 863, 272.85, 84392);
INSERT INTO LGINVOICE VALUES (2065, '24-AUG-11', 891, 47.67, 83593);
INSERT INTO LGINVOICE VALUES (2066, '24-AUG-11', 154, 359.3, 83565);
INSERT INTO LGINVOICE VALUES (2068, '24-AUG-11', 893, 219.49, 83936);
INSERT INTO LGINVOICE VALUES (2069, '24-AUG-11', 894, 19.95, 84021);
INSERT INTO LGINVOICE VALUES (2070, '24-AUG-11', 895, 135.71, 83649);
INSERT INTO LGINVOICE VALUES (2071, '24-AUG-11', 896, 47.96, 83677);
INSERT INTO LGINVOICE VALUES (2072, '25-AUG-11', 746, 221.28, 83906);
INSERT INTO LGINVOICE VALUES (2074, '25-AUG-11', 897, 221.23, 84219);
INSERT INTO LGINVOICE VALUES (2075, '25-AUG-11', 110, 19.77, 83906);
INSERT INTO LGINVOICE VALUES (2076, '25-AUG-11', 864, 123.81, 84276);
INSERT INTO LGINVOICE VALUES (2077, '25-AUG-11', 521, 72.97, 84191);
INSERT INTO LGINVOICE VALUES (2078, '25-AUG-11', 493, 361.51, 83649);
INSERT INTO LGINVOICE VALUES (2080, '25-AUG-11', 898, 624.83, 83936);
INSERT INTO LGINVOICE VALUES (2081, '25-AUG-11', 899, 107.75, 84134);
INSERT INTO LGINVOICE VALUES (2082, '25-AUG-11', 867, 251.32, 84191);
INSERT INTO LGINVOICE VALUES (2083, '26-AUG-11', 865, 113.92, 83936);
INSERT INTO LGINVOICE VALUES (2084, '26-AUG-11', 900, 351.08, 84191);
INSERT INTO LGINVOICE VALUES (2086, '26-AUG-11', 881, 318.47, 83878);
INSERT INTO LGINVOICE VALUES (2087, '26-AUG-11', 484, 47.18, 83763);
INSERT INTO LGINVOICE VALUES (2088, '26-AUG-11', 902, 107.94, 83820);
INSERT INTO LGINVOICE VALUES (2089, '26-AUG-11', 903, 230.63, 84364);
INSERT INTO LGINVOICE VALUES (2090, '26-AUG-11', 904, 86.33, 84219);
INSERT INTO LGINVOICE VALUES (2092, '26-AUG-11', 326, 289.82, 83565);
INSERT INTO LGINVOICE VALUES (2093, '27-AUG-11', 235, 149.3, 84276);
INSERT INTO LGINVOICE VALUES (2094, '27-AUG-11', 646, 13.99, 83734);
INSERT INTO LGINVOICE VALUES (2095, '27-AUG-11', 529, 223.76, 83993);
INSERT INTO LGINVOICE VALUES (2096, '27-AUG-11', 905, 332.92, 83936);
INSERT INTO LGINVOICE VALUES (2098, '27-AUG-11', 104, 244.27, 83734);
INSERT INTO LGINVOICE VALUES (2099, '27-AUG-11', 103, 97.94, 84134);
INSERT INTO LGINVOICE VALUES (2100, '27-AUG-11', 906, 4.29, 84219);
INSERT INTO LGINVOICE VALUES (2101, '28-AUG-11', 211, 233.11, 84392);
INSERT INTO LGINVOICE VALUES (2102, '28-AUG-11', 782, 247.92, 84219);
INSERT INTO LGINVOICE VALUES (2104, '28-AUG-11', 907, 30.36, 84219);
INSERT INTO LGINVOICE VALUES (2105, '28-AUG-11', 906, 139.31, 84364);
INSERT INTO LGINVOICE VALUES (2106, '28-AUG-11', 435, 86.15, 83820);
INSERT INTO LGINVOICE VALUES (2107, '28-AUG-11', 216, 458.38, 84049);
INSERT INTO LGINVOICE VALUES (2108, '28-AUG-11', 908, 88.95, 83792);
INSERT INTO LGINVOICE VALUES (2110, '28-AUG-11', 910, 201.09, 83649);
INSERT INTO LGINVOICE VALUES (2111, '28-AUG-11', 111, 197.9, 84049);
INSERT INTO LGINVOICE VALUES (2112, '28-AUG-11', 659, 295.77, 83565);
INSERT INTO LGINVOICE VALUES (2113, '29-AUG-11', 911, 221, 83734);
INSERT INTO LGINVOICE VALUES (2114, '29-AUG-11', 912, 313.05, 83705);
INSERT INTO LGINVOICE VALUES (2116, '29-AUG-11', 914, 89.94, 83850);
INSERT INTO LGINVOICE VALUES (2117, '29-AUG-11', 379, 50.97, 83565);
INSERT INTO LGINVOICE VALUES (2118, '29-AUG-11', 100, 122.95, 83878);
INSERT INTO LGINVOICE VALUES (2119, '29-AUG-11', 606, 306.32, 83792);
INSERT INTO LGINVOICE VALUES (2121, '30-AUG-11', 915, 152.92, 84276);
INSERT INTO LGINVOICE VALUES (2122, '30-AUG-11', 264, 43.96, 84306);
INSERT INTO LGINVOICE VALUES (2123, '30-AUG-11', 916, 95.96, 83993);
INSERT INTO LGINVOICE VALUES (2124, '30-AUG-11', 917, 172.91, 83906);
INSERT INTO LGINVOICE VALUES (2125, '30-AUG-11', 801, 216.32, 83878);
INSERT INTO LGINVOICE VALUES (2127, '30-AUG-11', 98, 344.87, 84334);
INSERT INTO LGINVOICE VALUES (2128, '30-AUG-11', 252, 34.58, 84021);
INSERT INTO LGINVOICE VALUES (2129, '31-AUG-11', 685, 276.43, 83509);
INSERT INTO LGINVOICE VALUES (2130, '31-AUG-11', 919, 131.11, 83621);
INSERT INTO LGINVOICE VALUES (2131, '31-AUG-11', 920, 87.16, 84078);
INSERT INTO LGINVOICE VALUES (2133, '31-AUG-11', 921, 193.72, 84392);
INSERT INTO LGINVOICE VALUES (2134, '31-AUG-11', 922, 69.95, 83509);
INSERT INTO LGINVOICE VALUES (2135, '31-AUG-11', 389, 228.28, 83734);
INSERT INTO LGINVOICE VALUES (2136, '01-SEP-11', 923, 87.96, 84106);
INSERT INTO LGINVOICE VALUES (2137, '01-SEP-11', 924, 390.54, 83565);
INSERT INTO LGINVOICE VALUES (2139, '01-SEP-11', 836, 196.46, 83565);
INSERT INTO LGINVOICE VALUES (2140, '01-SEP-11', 925, 120.53, 83993);
INSERT INTO LGINVOICE VALUES (2142, '01-SEP-11', 758, 182.08, 84306);
INSERT INTO LGINVOICE VALUES (2143, '01-SEP-11', 539, 137.97, 83878);
INSERT INTO LGINVOICE VALUES (2145, '01-SEP-11', 724, 148.05, 84420);
INSERT INTO LGINVOICE VALUES (2148, '02-SEP-11', 122, 283.46, 84334);
INSERT INTO LGINVOICE VALUES (2149, '02-SEP-11', 928, 107.02, 84106);
INSERT INTO LGINVOICE VALUES (2151, '02-SEP-11', 763, 216.46, 83936);
INSERT INTO LGINVOICE VALUES (2152, '02-SEP-11', 519, 169.94, 84134);
INSERT INTO LGINVOICE VALUES (2155, '02-SEP-11', 930, 171.55, 83705);
INSERT INTO LGINVOICE VALUES (2157, '03-SEP-11', 931, 294.87, 83964);
INSERT INTO LGINVOICE VALUES (2158, '03-SEP-11', 932, 494.23, 84134);
INSERT INTO LGINVOICE VALUES (2160, '03-SEP-11', 934, 234.2, 84392);
INSERT INTO LGINVOICE VALUES (2161, '03-SEP-11', 935, 111.91, 83936);
INSERT INTO LGINVOICE VALUES (2164, '03-SEP-11', 937, 186.32, 84276);
INSERT INTO LGINVOICE VALUES (2166, '04-SEP-11', 369, 90.85, 84276);
INSERT INTO LGINVOICE VALUES (2167, '04-SEP-11', 301, 158.8, 84134);
INSERT INTO LGINVOICE VALUES (2168, '04-SEP-11', 939, 175.93, 83792);
INSERT INTO LGINVOICE VALUES (2170, '04-SEP-11', 940, 100.91, 84049);
INSERT INTO LGINVOICE VALUES (2173, '04-SEP-11', 904, 200.78, 83763);
INSERT INTO LGINVOICE VALUES (2174, '04-SEP-11', 763, 221.54, 84191);
INSERT INTO LGINVOICE VALUES (2176, '05-SEP-11', 908, 149, 84276);
INSERT INTO LGINVOICE VALUES (2177, '05-SEP-11', 206, 111.95, 83649);
INSERT INTO LGINVOICE VALUES (2179, '05-SEP-11', 292, 13.99, 83792);
INSERT INTO LGINVOICE VALUES (2182, '05-SEP-11', 944, 35.58, 83850);
INSERT INTO LGINVOICE VALUES (2183, '05-SEP-11', 535, 116.45, 83734);
INSERT INTO LGINVOICE VALUES (2185, '06-SEP-11', 946, 25.98, 83820);
INSERT INTO LGINVOICE VALUES (2186, '06-SEP-11', 947, 141.1, 84276);
INSERT INTO LGINVOICE VALUES (2187, '06-SEP-11', 948, 86.75, 83565);
INSERT INTO LGINVOICE VALUES (2190, '06-SEP-11', 950, 170.82, 84049);
INSERT INTO LGINVOICE VALUES (2192, '06-SEP-11', 952, 203.14, 83993);
INSERT INTO LGINVOICE VALUES (2193, '06-SEP-11', 953, 119.96, 83792);
INSERT INTO LGINVOICE VALUES (2195, '06-SEP-11', 955, 359.87, 83850);
INSERT INTO LGINVOICE VALUES (2196, '07-SEP-11', 248, 169.46, 84191);
INSERT INTO LGINVOICE VALUES (2199, '07-SEP-11', 956, 560.51, 83964);
INSERT INTO LGINVOICE VALUES (2201, '07-SEP-11', 926, 290.14, 84306);
INSERT INTO LGINVOICE VALUES (2202, '07-SEP-11', 958, 56.94, 83792);
INSERT INTO LGINVOICE VALUES (2204, '07-SEP-11', 959, 166.92, 84364);
INSERT INTO LGINVOICE VALUES (2295, '17-SEP-11', 767, 12.39, 83537);
INSERT INTO LGINVOICE VALUES (2298, '17-SEP-11', 985, 533.8, 84163);
INSERT INTO LGINVOICE VALUES (2300, '18-SEP-11', 939, 44.97, 84049);
INSERT INTO LGINVOICE VALUES (2301, '18-SEP-11', 987, 119.96, 83621);
INSERT INTO LGINVOICE VALUES (2303, '18-SEP-11', 988, 286.63, 84276);
INSERT INTO LGINVOICE VALUES (2304, '18-SEP-11', 98, 241.72, 84191);
INSERT INTO LGINVOICE VALUES (2307, '18-SEP-11', 750, 153.8, 84219);
INSERT INTO LGINVOICE VALUES (2309, '19-SEP-11', 817, 216.49, 83993);
INSERT INTO LGINVOICE VALUES (2310, '19-SEP-11', 951, 103.92, 84276);
INSERT INTO LGINVOICE VALUES (2312, '19-SEP-11', 992, 41.97, 84021);
INSERT INTO LGINVOICE VALUES (2313, '19-SEP-11', 134, 39.98, 84364);
INSERT INTO LGINVOICE VALUES (1975, '14-AUG-11', 193, 74.35, 84191);
INSERT INTO LGINVOICE VALUES (1977, '14-AUG-11', 551, 67.96, 83878);
INSERT INTO LGINVOICE VALUES (1978, '14-AUG-11', 850, 203.82, 83677);
INSERT INTO LGINVOICE VALUES (1979, '15-AUG-11', 609, 417.82, 84191);
INSERT INTO LGINVOICE VALUES (1980, '15-AUG-11', 98, 47.96, 83509);
INSERT INTO LGINVOICE VALUES (1981, '15-AUG-11', 734, 221.05, 83906);
INSERT INTO LGINVOICE VALUES (1983, '15-AUG-11', 852, 337.82, 83565);
INSERT INTO LGINVOICE VALUES (1984, '15-AUG-11', 853, 4.59, 83621);
INSERT INTO LGINVOICE VALUES (1985, '15-AUG-11', 194, 44.97, 84078);
INSERT INTO LGINVOICE VALUES (1986, '15-AUG-11', 534, 206.49, 84134);
INSERT INTO LGINVOICE VALUES (1987, '15-AUG-11', 854, 89.93, 84191);
INSERT INTO LGINVOICE VALUES (1989, '15-AUG-11', 856, 75.14, 83593);
INSERT INTO LGINVOICE VALUES (1990, '15-AUG-11', 806, 74.54, 84276);
INSERT INTO LGINVOICE VALUES (1991, '16-AUG-11', 418, 107.97, 84219);
INSERT INTO LGINVOICE VALUES (1992, '16-AUG-11', 467, 64.77, 84420);
INSERT INTO LGINVOICE VALUES (1993, '16-AUG-11', 857, 251.36, 83734);
INSERT INTO LGINVOICE VALUES (1995, '16-AUG-11', 627, 125.14, 83993);
INSERT INTO LGINVOICE VALUES (1996, '16-AUG-11', 859, 176.94, 84134);
INSERT INTO LGINVOICE VALUES (1997, '16-AUG-11', 315, 42.35, 83621);
INSERT INTO LGINVOICE VALUES (1998, '16-AUG-11', 606, 10.99, 84106);
INSERT INTO LGINVOICE VALUES (1999, '16-AUG-11', 860, 13.59, 83677);
INSERT INTO LGINVOICE VALUES (2001, '16-AUG-11', 503, 556.78, 84163);
INSERT INTO LGINVOICE VALUES (2002, '16-AUG-11', 862, 161.95, 84248);
INSERT INTO LGINVOICE VALUES (2003, '17-AUG-11', 863, 154.87, 84106);
INSERT INTO LGINVOICE VALUES (2004, '17-AUG-11', 864, 185.68, 83537);
INSERT INTO LGINVOICE VALUES (2006, '17-AUG-11', 305, 43.99, 84248);
INSERT INTO LGINVOICE VALUES (2007, '17-AUG-11', 806, 164.78, 83649);
INSERT INTO LGINVOICE VALUES (2008, '17-AUG-11', 866, 99.54, 84420);
INSERT INTO LGINVOICE VALUES (2009, '17-AUG-11', 867, 149.95, 84392);
INSERT INTO LGINVOICE VALUES (2010, '17-AUG-11', 868, 147.71, 84134);
INSERT INTO LGINVOICE VALUES (2012, '18-AUG-11', 182, 311.39, 83593);
INSERT INTO LGINVOICE VALUES (2013, '18-AUG-11', 869, 319.24, 83621);
INSERT INTO LGINVOICE VALUES (2014, '18-AUG-11', 870, 295.03, 83850);
INSERT INTO LGINVOICE VALUES (2015, '18-AUG-11', 871, 488.59, 83537);
INSERT INTO LGINVOICE VALUES (2016, '18-AUG-11', 565, 168.11, 84078);
INSERT INTO LGINVOICE VALUES (2018, '18-AUG-11', 873, 227.71, 84364);
INSERT INTO LGINVOICE VALUES (2019, '18-AUG-11', 838, 16.99, 84078);
INSERT INTO LGINVOICE VALUES (2020, '19-AUG-11', 874, 127.42, 83705);
INSERT INTO LGINVOICE VALUES (2021, '19-AUG-11', 875, 135.71, 84078);
INSERT INTO LGINVOICE VALUES (2022, '19-AUG-11', 633, 71.43, 84364);
INSERT INTO LGINVOICE VALUES (2024, '19-AUG-11', 877, 235.01, 84306);
INSERT INTO LGINVOICE VALUES (2025, '19-AUG-11', 532, 272.27, 83878);
INSERT INTO LGINVOICE VALUES (2026, '19-AUG-11', 102, 105.24, 83993);
INSERT INTO LGINVOICE VALUES (2027, '19-AUG-11', 406, 193.54, 84276);
INSERT INTO LGINVOICE VALUES (2028, '19-AUG-11', 152, 270.01, 84163);
INSERT INTO LGINVOICE VALUES (2030, '20-AUG-11', 402, 396.71, 84334);
INSERT INTO LGINVOICE VALUES (2031, '20-AUG-11', 513, 70.77, 83964);
INSERT INTO LGINVOICE VALUES (2032, '20-AUG-11', 793, 188.05, 83649);
INSERT INTO LGINVOICE VALUES (2033, '20-AUG-11', 751, 369.2, 83509);
INSERT INTO LGINVOICE VALUES (2035, '20-AUG-11', 879, 143.52, 83537);
INSERT INTO LGINVOICE VALUES (2036, '20-AUG-11', 745, 184.06, 83509);
INSERT INTO LGINVOICE VALUES (2037, '20-AUG-11', 767, 55.74, 83820);
INSERT INTO LGINVOICE VALUES (2038, '20-AUG-11', 226, 526.65, 83705);
INSERT INTO LGINVOICE VALUES (2039, '21-AUG-11', 880, 173.87, 83621);
INSERT INTO LGINVOICE VALUES (2041, '21-AUG-11', 881, 259.06, 83850);
INSERT INTO LGINVOICE VALUES (2042, '21-AUG-11', 882, 233.87, 84219);
INSERT INTO LGINVOICE VALUES (2043, '21-AUG-11', 605, 196.9, 83649);
INSERT INTO LGINVOICE VALUES (2044, '21-AUG-11', 480, 419.92, 83705);
INSERT INTO LGINVOICE VALUES (2045, '21-AUG-11', 842, 21.99, 83705);
INSERT INTO LGINVOICE VALUES (2047, '22-AUG-11', 884, 301.25, 84078);
INSERT INTO LGINVOICE VALUES (2048, '22-AUG-11', 885, 210.75, 83820);
INSERT INTO LGINVOICE VALUES (2049, '22-AUG-11', 869, 46.58, 83565);
INSERT INTO LGINVOICE VALUES (2050, '22-AUG-11', 867, 260.34, 83649);
INSERT INTO LGINVOICE VALUES (2051, '22-AUG-11', 617, 104.61, 84334);
INSERT INTO LGINVOICE VALUES (2053, '22-AUG-11', 690, 92.53, 84021);
INSERT INTO LGINVOICE VALUES (2054, '23-AUG-11', 797, 45.55, 84163);
INSERT INTO LGINVOICE VALUES (2205, '07-SEP-11', 190, 195.33, 84049);
INSERT INTO LGINVOICE VALUES (2206, '07-SEP-11', 960, 182.91, 84106);
INSERT INTO LGINVOICE VALUES (2207, '07-SEP-11', 961, 348.08, 83993);
INSERT INTO LGINVOICE VALUES (2209, '08-SEP-11', 763, 149.52, 83677);
INSERT INTO LGINVOICE VALUES (2210, '08-SEP-11', 963, 116.97, 83993);
INSERT INTO LGINVOICE VALUES (2212, '08-SEP-11', 827, 137.93, 83565);
INSERT INTO LGINVOICE VALUES (2213, '08-SEP-11', 964, 14.99, 83565);
INSERT INTO LGINVOICE VALUES (2215, '09-SEP-11', 655, 87.98, 83565);
INSERT INTO LGINVOICE VALUES (2217, '09-SEP-11', 810, 7.49, 83565);
INSERT INTO LGINVOICE VALUES (2219, '09-SEP-11', 112, 338.37, 83792);
INSERT INTO LGINVOICE VALUES (2220, '09-SEP-11', 176, 138.22, 84306);
INSERT INTO LGINVOICE VALUES (2222, '09-SEP-11', 462, 12.59, 83792);
INSERT INTO LGINVOICE VALUES (2223, '09-SEP-11', 99, 77.98, 84276);
INSERT INTO LGINVOICE VALUES (2226, '10-SEP-11', 967, 252.9, 83763);
INSERT INTO LGINVOICE VALUES (2228, '10-SEP-11', 892, 239.73, 84392);
INSERT INTO LGINVOICE VALUES (2229, '10-SEP-11', 529, 171.73, 84276);
INSERT INTO LGINVOICE VALUES (2231, '10-SEP-11', 174, 435.05, 83593);
INSERT INTO LGINVOICE VALUES (2232, '10-SEP-11', 970, 443.24, 83537);
INSERT INTO LGINVOICE VALUES (2235, '11-SEP-11', 166, 169.51, 83509);
INSERT INTO LGINVOICE VALUES (2237, '11-SEP-11', 711, 460.77, 83565);
INSERT INTO LGINVOICE VALUES (2238, '11-SEP-11', 638, 203.87, 84219);
INSERT INTO LGINVOICE VALUES (2240, '11-SEP-11', 193, 56.36, 84021);
INSERT INTO LGINVOICE VALUES (2241, '11-SEP-11', 326, 72.94, 83850);
INSERT INTO LGINVOICE VALUES (2244, '12-SEP-11', 341, 170.84, 84219);
INSERT INTO LGINVOICE VALUES (2245, '12-SEP-11', 490, 121.92, 83705);
INSERT INTO LGINVOICE VALUES (2247, '12-SEP-11', 515, 179.28, 83820);
INSERT INTO LGINVOICE VALUES (2248, '12-SEP-11', 828, 265.31, 83850);
INSERT INTO LGINVOICE VALUES (2251, '13-SEP-11', 974, 317.42, 84078);
INSERT INTO LGINVOICE VALUES (2253, '13-SEP-11', 975, 229.51, 83906);
INSERT INTO LGINVOICE VALUES (2254, '13-SEP-11', 914, 424.23, 83820);
INSERT INTO LGINVOICE VALUES (2256, '13-SEP-11', 787, 159.94, 84021);
INSERT INTO LGINVOICE VALUES (2257, '13-SEP-11', 903, 58.27, 84049);
INSERT INTO LGINVOICE VALUES (2260, '14-SEP-11', 332, 226.27, 83906);
INSERT INTO LGINVOICE VALUES (2262, '14-SEP-11', 978, 15.59, 84078);
INSERT INTO LGINVOICE VALUES (2263, '14-SEP-11', 117, 393.22, 83792);
INSERT INTO LGINVOICE VALUES (2265, '14-SEP-11', 388, 194.95, 83878);
INSERT INTO LGINVOICE VALUES (2266, '14-SEP-11', 299, 208.41, 83906);
INSERT INTO LGINVOICE VALUES (2269, '14-SEP-11', 382, 340.58, 83850);
INSERT INTO LGINVOICE VALUES (2271, '14-SEP-11', 421, 223.06, 83820);
INSERT INTO LGINVOICE VALUES (2272, '15-SEP-11', 979, 245.51, 83906);
INSERT INTO LGINVOICE VALUES (2274, '15-SEP-11', 557, 287.79, 84276);
INSERT INTO LGINVOICE VALUES (2275, '15-SEP-11', 392, 158.95, 84106);
INSERT INTO LGINVOICE VALUES (2278, '15-SEP-11', 293, 383.11, 83677);
INSERT INTO LGINVOICE VALUES (2280, '16-SEP-11', 139, 207.24, 84276);
INSERT INTO LGINVOICE VALUES (2281, '16-SEP-11', 980, 130.94, 84392);
INSERT INTO LGINVOICE VALUES (2282, '16-SEP-11', 457, 224, 83537);
INSERT INTO LGINVOICE VALUES (2284, '16-SEP-11', 936, 214.87, 83763);
INSERT INTO LGINVOICE VALUES (2287, '16-SEP-11', 983, 549.47, 84078);
INSERT INTO LGINVOICE VALUES (2288, '16-SEP-11', 167, 57.95, 84306);
INSERT INTO LGINVOICE VALUES (2290, '17-SEP-11', 144, 181.17, 84364);
INSERT INTO LGINVOICE VALUES (2291, '17-SEP-11', 893, 49.96, 84049);
INSERT INTO LGINVOICE VALUES (2293, '17-SEP-11', 313, 223.88, 83878);
INSERT INTO LGINVOICE VALUES (1169, '22-MAY-11', 211, 118.33, 83649);
INSERT INTO LGINVOICE VALUES (1171, '23-MAY-11', 223, 84.95, 84364);
INSERT INTO LGINVOICE VALUES (1172, '23-MAY-11', 532, 78.86, 83993);
INSERT INTO LGINVOICE VALUES (1173, '23-MAY-11', 470, 79.44, 83593);
INSERT INTO LGINVOICE VALUES (1174, '23-MAY-11', 533, 443.42, 84049);
INSERT INTO LGINVOICE VALUES (1175, '23-MAY-11', 202, 14.99, 83565);
INSERT INTO LGINVOICE VALUES (1177, '23-MAY-11', 534, 157.83, 84392);
INSERT INTO LGINVOICE VALUES (1178, '23-MAY-11', 530, 35.97, 83565);
INSERT INTO LGINVOICE VALUES (1179, '24-MAY-11', 499, 220.25, 84276);
INSERT INTO LGINVOICE VALUES (1180, '24-MAY-11', 183, 211.48, 83537);
INSERT INTO LGINVOICE VALUES (1181, '24-MAY-11', 176, 279.12, 83649);
INSERT INTO LGINVOICE VALUES (1183, '24-MAY-11', 410, 357.83, 84191);
INSERT INTO LGINVOICE VALUES (1184, '24-MAY-11', 288, 472.43, 84134);
INSERT INTO LGINVOICE VALUES (1185, '24-MAY-11', 536, 349.23, 83763);
INSERT INTO LGINVOICE VALUES (1186, '25-MAY-11', 184, 406.87, 83850);
INSERT INTO LGINVOICE VALUES (1187, '25-MAY-11', 184, 58.54, 83763);
INSERT INTO LGINVOICE VALUES (1189, '25-MAY-11', 537, 480.71, 83792);
INSERT INTO LGINVOICE VALUES (1190, '25-MAY-11', 319, 389.7, 83850);
INSERT INTO LGINVOICE VALUES (1191, '25-MAY-11', 399, 509.88, 83621);
INSERT INTO LGINVOICE VALUES (1192, '25-MAY-11', 394, 144.1, 83906);
INSERT INTO LGINVOICE VALUES (1193, '25-MAY-11', 347, 194.11, 83705);
INSERT INTO LGINVOICE VALUES (1195, '25-MAY-11', 211, 135.53, 84364);
INSERT INTO LGINVOICE VALUES (1196, '25-MAY-11', 172, 89.94, 83763);
INSERT INTO LGINVOICE VALUES (1197, '25-MAY-11', 281, 194.75, 84364);
INSERT INTO LGINVOICE VALUES (1198, '26-MAY-11', 256, 188.86, 84078);
INSERT INTO LGINVOICE VALUES (1199, '26-MAY-11', 538, 143.9, 84078);
INSERT INTO LGINVOICE VALUES (1201, '26-MAY-11', 539, 10.99, 83621);
INSERT INTO LGINVOICE VALUES (1202, '26-MAY-11', 540, 268.66, 83792);
INSERT INTO LGINVOICE VALUES (1203, '26-MAY-11', 133, 379.01, 84248);
INSERT INTO LGINVOICE VALUES (1204, '26-MAY-11', 541, 109.95, 84191);
INSERT INTO LGINVOICE VALUES (1206, '26-MAY-11', 542, 211.28, 83565);
INSERT INTO LGINVOICE VALUES (1207, '27-MAY-11', 543, 113.43, 83734);
INSERT INTO LGINVOICE VALUES (1208, '27-MAY-11', 112, 202.11, 84364);
INSERT INTO LGINVOICE VALUES (1209, '27-MAY-11', 125, 253.88, 84021);
INSERT INTO LGINVOICE VALUES (1210, '27-MAY-11', 485, 246.91, 83734);
INSERT INTO LGINVOICE VALUES (1212, '27-MAY-11', 456, 159.95, 83906);
INSERT INTO LGINVOICE VALUES (1213, '27-MAY-11', 544, 153.92, 84134);
INSERT INTO LGINVOICE VALUES (1214, '27-MAY-11', 545, 10.99, 84021);
INSERT INTO LGINVOICE VALUES (1215, '27-MAY-11', 483, 260.45, 83993);
INSERT INTO LGINVOICE VALUES (1216, '27-MAY-11', 447, 228.2, 83820);
INSERT INTO LGINVOICE VALUES (1218, '27-MAY-11', 547, 73.74, 84364);
INSERT INTO LGINVOICE VALUES (1219, '27-MAY-11', 115, 35.98, 84334);
INSERT INTO LGINVOICE VALUES (1220, '28-MAY-11', 548, 123.91, 84248);
INSERT INTO LGINVOICE VALUES (1221, '28-MAY-11', 549, 236.64, 84191);
